	run	F1	Acc	P@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[2]	0	0.8182	0.8182	0.8182	0.7851	0.7377	0.9091	0.1818	0.0909	
SIMSBM_[2]	1	0.8333	0.7273	0.7273	0.7934	0.7446	0.8636	0.2727	0.1364	
SIMSBM_[2]	2	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	3	0.8000	0.7273	0.7273	0.7769	0.7315	0.8636	0.2727	0.1364	
SIMSBM_[2]	4	0.8000	0.7273	0.7273	0.7769	0.7315	0.8636	0.2727	0.1364	
SIMSBM_[2]	5	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	6	0.8182	0.8182	0.8182	0.7851	0.7377	0.9091	0.1818	0.0909	
SIMSBM_[2]	7	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	8	0.8182	0.8182	0.8182	0.7851	0.7377	0.9091	0.1818	0.0909	
SIMSBM_[2]	9	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	10	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	11	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	12	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	13	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	14	0.8182	0.8182	0.8182	0.7851	0.7377	0.9091	0.1818	0.0909	
SIMSBM_[2]	15	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	16	0.8182	0.8182	0.8182	0.7851	0.7377	0.9091	0.1818	0.0909	
SIMSBM_[2]	17	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	18	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	19	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	20	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	21	0.8182	0.8182	0.8182	0.7851	0.7377	0.9091	0.1818	0.0909	
SIMSBM_[2]	22	0.8182	0.8182	0.8182	0.7851	0.7377	0.9091	0.1818	0.0909	
SIMSBM_[2]	23	0.8182	0.8182	0.8182	0.7851	0.7377	0.9091	0.1818	0.0909	
SIMSBM_[2]	24	0.8182	0.8182	0.8182	0.7851	0.7377	0.9091	0.1818	0.0909	
SIMSBM_[2]	25	0.8182	0.8182	0.8182	0.7851	0.7377	0.9091	0.1818	0.0909	
SIMSBM_[2]	26	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	27	0.8333	0.7273	0.7273	0.7934	0.7446	0.8636	0.2727	0.1364	
SIMSBM_[2]	28	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	29	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	30	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	31	0.8000	0.7273	0.7273	0.7769	0.7315	0.8636	0.2727	0.1364	
SIMSBM_[2]	32	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	33	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	34	0.8000	0.7273	0.7273	0.7603	0.7196	0.8636	0.2727	0.1364	
SIMSBM_[2]	35	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	36	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	37	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	38	0.8333	0.7273	0.7273	0.7934	0.7446	0.8636	0.2727	0.1364	
SIMSBM_[2]	39	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	40	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	41	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	42	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	43	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	44	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	45	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	46	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	47	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	48	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	49	0.8182	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	50	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	51	0.8182	0.8182	0.8182	0.7521	0.7110	0.9091	0.1818	0.0909	
SIMSBM_[2]	52	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	53	0.8182	0.8182	0.8182	0.7851	0.7377	0.9091	0.1818	0.0909	
SIMSBM_[2]	54	0.8182	0.8182	0.8182	0.7851	0.7377	0.9091	0.1818	0.0909	
SIMSBM_[2]	55	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	56	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	57	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	58	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	59	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	60	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	61	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	62	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	63	0.8333	0.8182	0.8182	0.8017	0.7508	0.9091	0.1818	0.0909	
SIMSBM_[2]	64	0.8182	0.8182	0.8182	0.7851	0.7377	0.9091	0.1818	0.0909	
SIMSBM_[2]	65	0.8182	0.8182	0.8182	0.7851	0.7377	0.9091	0.1818	0.0909	
